mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.8026721477508545,0.09969218426683886,0.05035476684570313,0.011295759761265541,5,2,100,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 100}",0.5045454545454545,0.49760765550239233,0.502283105022831,0.45517241379310347,0.4608879492600423,0.4840993156247647,0.0214788417657136,12
1.4884610652923584,0.19050502607972672,0.09360337257385254,0.01828798342007366,5,2,200,"{'max_depth': 5, 'min_samples_split': 2, 'n_estimators': 200}",0.5124716553287982,0.5060240963855421,0.5078651685393258,0.4537037037037037,0.4463157894736842,0.48527608268621075,0.02896572320977466,9
0.37199811935424804,0.06032700698654639,0.02788701057434082,0.003644847608491566,5,5,50,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.5168539325842697,0.5128205128205128,0.5067264573991032,0.4580498866213152,0.4645161290322581,0.4917933836914917,0.02520254025626184,1
0.8219585418701172,0.1518640218340488,0.057167673110961915,0.010967093960580139,5,5,100,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.5045454545454545,0.5023923444976076,0.5011494252873563,0.45662100456621,0.452431289640592,0.4834279037074441,0.02366031791910048,16
1.6557838916778564,0.22762386794826955,0.10838265419006347,0.029958934229546024,5,5,200,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 200}",0.5191873589164786,0.5096153846153846,0.5167037861915368,0.4576659038901602,0.4476987447698745,0.4901742356766869,0.030933786079371358,3
0.4366312980651855,0.05495073758814653,0.03518209457397461,0.011081979593857,5,10,50,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.5154185022026432,0.5130641330166271,0.4988662131519274,0.45558086560364464,0.451063829787234,0.48679870875241527,0.027950402705014466,8
0.84820556640625,0.08788567407353745,0.06379184722900391,0.009329954541233105,5,10,100,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.5034013605442177,0.4964200477326969,0.5,0.4520547945205479,0.46284501061571126,0.4829442426826348,0.021209087618552235,17
1.956007719039917,0.25168269637869656,0.12423429489135743,0.010346841458882821,5,10,200,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 200}",0.5191873589164786,0.5035971223021583,0.5113122171945701,0.4611872146118721,0.45569620253164556,0.4901960231113449,0.026448929106634964,2
0.7851806640625,0.04874067815116654,0.061121892929077146,0.014787752734825233,10,2,50,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.4525993883792049,0.4280701754385965,0.4484848484848485,0.4012539184952978,0.4450704225352113,0.4350957506666317,0.018866730847935144,32
1.1476617336273194,0.09601913401802498,0.06433229446411133,0.007372865477343741,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.46153846153846156,0.4280701754385965,0.4437869822485207,0.4024767801857585,0.4573002754820937,0.4386345349786862,0.021533863366439036,31
2.1940558433532713,0.12776256867557514,0.12931313514709472,0.01821106163609866,10,2,200,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.45482866043613707,0.4225352112676056,0.4431137724550898,0.4012345679012346,0.4425770308123249,0.43285784857447834,0.01891534706731952,33
0.47867565155029296,0.057740418546040596,0.03751697540283203,0.006601655350719806,10,5,50,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 50}",0.47560975609756095,0.4495114006514658,0.43352601156069365,0.4072948328267477,0.4456824512534819,0.44232489047799,0.02225006351181088,30
1.117610263824463,0.08612162664904091,0.0819626808166504,0.023778489101115324,10,5,100,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.4911242603550296,0.432258064516129,0.43352601156069365,0.4226190476190476,0.4540540540540541,0.4467162876209908,0.024452449497673567,27
2.3273402214050294,0.14339632613636322,0.12002530097961425,0.01568643075288415,10,5,200,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200}",0.47928994082840237,0.42483660130718953,0.45272206303724927,0.4094955489614243,0.46112600536193027,0.44549403189923914,0.02514512557657293,28
0.5442352294921875,0.07699319641826052,0.03786091804504395,0.005271777956199007,10,10,50,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.5149051490514905,0.45317220543806647,0.4420485175202156,0.4265927977839335,0.45685279187817257,0.4587142923343757,0.030003768936679928,24
1.0278830051422119,0.06431054780987923,0.0754974365234375,0.010077975652366322,10,10,100,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.5149051490514905,0.47477744807121663,0.4657534246575342,0.42857142857142855,0.4494949494949495,0.4667004799693239,0.028773874567780217,20
